Company Name,Website,Company Linkedin Url,Annual Revenue,Industry,Segmented Industry ,Product/ Service/ Offering,Company Country,Remarks,Category_Gemini,Category_Claude
Rolling Stone,http://www.rollingstone.com,http://www.linkedin.com/company/rollingstone,200000000,publishing,,,United States,,,
Rolling Stone Culture Council,,http://www.linkedin.com/company/rolling-stone-council,200000000,entertainment,,,United States,,,
Rolling Stone En Español,,http://www.linkedin.com/company/rolling-stone-en-espanol,200000000,,,,United States,,,
Rollins College,http://www.rollins.college,http://www.linkedin.com/school/rollins-college,227000000,higher education,,,United States,,,
"Romacorp, Inc.",,http://www.linkedin.com/company/romacorp-inc-,200000000,restaurants,,,United States,,,
Roman Catholic Diocese of Rochester,http://www.dor.org,http://www.linkedin.com/company/roman-catholic-diocese-of-rochester,100000000,religious institutions,,,United States,,,
Romano's Macaroni Grill,http://www.macaronigrill.com,http://www.linkedin.com/company/romano's-macaroni-grill,300000000,restaurants,,,United States,,,
Romark Logistics,http://www.romarklogistics.com,http://www.linkedin.com/company/romark-logistics,267400000,logistics & supply chain,,,United States,,,
Rome Health,http://www.romehealth.org,http://www.linkedin.com/company/romehealth,105000000,hospital & health care,,,United States,,,
Ron Carter Auto Group,http://www.roncarter.com,http://www.linkedin.com/company/ron-carter-auto-group,200000000,automotive,,,United States,,,
Ron Marhofer Auto Family,http://www.marhofer.com,http://www.linkedin.com/company/ron-marhofer-auto-family,300000000,automotive,,,United States,,,
Ronald McDonald House Charities,http://www.rmhc.org,http://www.linkedin.com/company/ronald-mcdonald-house-charities,443000000,nonprofit organization management,,,United States,,,
Roncelli,http://www.roncelli-inc.com,http://www.linkedin.com/company/roncelli-inc-,358000000,construction,,,United States,,,
Roofing Corp of America,http://www.roofingcorp.com,http://www.linkedin.com/company/roofing-corp-of-america,400000000,construction,,,United States,,,
Roofing Services & Solutions a Tecta America Company,,http://www.linkedin.com/company/rssroofingservices&solutions,1400000000,,,,United States,,,
Roofing Supply Group (RSG),http://www.roofingsupplygroup.com,http://www.linkedin.com/company/roofing-supply-group-rsg-,1000000000,building materials,,,United States,,,
Roofstock onChain,,http://www.linkedin.com/company/roofstockonchain,120000000,real estate,,,United States,,,
Room & Board,http://www.roomandboard.com,http://www.linkedin.com/company/room-&-board,500000000,furniture,,,United States,,,
Roosevelt General Hospital,http://www.myrgh.org,http://www.linkedin.com/company/roosevelt-general-hospital,106700000,hospital & health care,,,United States,,,
Roosevelt High School,,http://www.linkedin.com/school/roosevelt-high-school-57,813700000,,,,United States,,,
Roosevelt Union Free School District,http://www.dcraig@rooseveltufsd.com,http://www.linkedin.com/company/roosevelt-union-free-school-district,107182000,government administration,,,United States,,,
Roosevelt University,http://www.roosevelt.edu,http://www.linkedin.com/school/roosevelt-university,300000000,higher education,,,United States,,,
Roosters | We Be Wings Franchise,http://www.roosterswings.com,http://www.linkedin.com/company/we-be-wings-llc,160000000,restaurants,,,United States,,,
Root Inc.,http://www.joinroot.com,http://www.linkedin.com/company/rootinsurance,1271000000,,,,United States,,,
Roper Saint Francis Healthcare,http://www.rsfhealthalliance.com,http://www.linkedin.com/company/roper-saint-francis-healthcare,191516000,higher education,,,United States,,,
ROPER ST FRANCIS FOUNDATION,http://www.rsfhfoundation.org,http://www.linkedin.com/company/roper-st-francis-foundation,902300000,hospital & health care,,,United States,,,
Roper Whitney,http://www.roperwhitney.com,http://www.linkedin.com/company/roper-whitney,637654000,machinery,,,United States,,,
Rosalind Franklin University of Medicine and Science,http://www.rosalindfranklin.edu,http://www.linkedin.com/school/rosalind-franklin-university,125100000,higher education,,,United States,,,
Rosaprima,http://www.rosaprima.com,http://www.linkedin.com/company/rosaprima,100000000,farming,,,United States,,,
Rosati's Pizza,http://www.myrosatisfranchising.com,http://www.linkedin.com/company/rosati's-pizza,138000000,restaurants,,,United States,,,
Rosauers Supermarkets Inc,http://www.rosauers.com,http://www.linkedin.com/company/rosauers-supermarkets,300000000,retail,,,United States,,,
Rose Acre Farms,http://www.goodegg.com,http://www.linkedin.com/company/rose-acre-farms,608740000,food production,,,United States,,,
Rose International,http://www.roseint.com,http://www.linkedin.com/company/rose-international,376500000,staffing & recruiting,,,United States,,,
Rose Packing Company,http://www.rosepacking.com,http://www.linkedin.com/company/rose-packing-company,100000000,food production,,,United States,,,
"Rose Rock Midstream, L.P.",http://www.rrmidstream.com,,112111000,,,,United States,,,
Roseburg Forest Products,http://www.roseburg.com,http://www.linkedin.com/company/roseburg,976318000,paper & forest products,,,United States,,,
"Rosehill Resources, Inc.",http://www.rosehillresources.com,http://www.linkedin.com/company/rosehill-resources-llc,290617000,oil & energy,,,United States,,,
Rose-Hulman Institute of Technology,http://www.rose-hulman.edu,http://www.linkedin.com/school/rosehulman,155102000,higher education,,,United States,,,
Rosen Centre Hotel,http://www.rosencentre.com,http://www.linkedin.com/company/rosen-centre-hotel,412300000,hospitality,,,United States,,,
Rosen Hotels & Resorts,http://www.rosenhotels.com,http://www.linkedin.com/company/rosen-hotels-&-resorts,514100000,hospitality,,,United States,,,
Rosenboom Machine & Tool,http://www.rosenboom.com,http://www.linkedin.com/company/rosenboom-machine-&-tool,246000000,machinery,,,United States,,,
Rosenthal Capital Group,http://www.rosenthalcapitalgroup.com,http://www.linkedin.com/company/rosenthal-&-rosenthal,1000000000,financial services,,,United States,,,
Rosenthal Collins Group (deactivated page),,http://www.linkedin.com/company/rosenthal-collins-group-marex,107361000,,,,United States,,,
Rosetta Resources,http://www.rosettaresources.com,http://www.linkedin.com/company/rosetta-resources,1143636000,,,,United States,,,
Rosetta Stone,http://www.rosettastone.com,http://www.linkedin.com/company/rosettastone,182699000,information technology & services,,,United States,,,
Roseville Area Schools,http://www.isd623.org,http://www.linkedin.com/company/roseville-area-schools,238600000,primary/secondary education,,,United States,,,
Roseville City School District,http://www.rcsdk8.org,http://www.linkedin.com/company/rcsdchampions,163000000,primary/secondary education,,,United States,,,
Roseville Joint Union High School District,http://www.rjuhsd.us,http://www.linkedin.com/company/roseville-joint-union-high-school-district,185833000,education management,,,United States,,,
Rosewood Property Co.,http://www.rosewoodproperty.com,http://www.linkedin.com/company/rosewoodpropertycompany,,real estate,,,United States,,,
Roshan (TELECOM DEVELOPMENT COMPANY AFGHANISTAN),http://www.roshan.af,http://www.linkedin.com/company/roshan,1200000000,,,,United States,,,
"Rosina Food Products, Inc.",http://www.rosina.com,http://www.linkedin.com/company/rosina-food-products-inc.,149800000,food production,,,United States,,,
Roskam Foods,http://www.roskamfoods.com,http://www.linkedin.com/company/roskam-foods,600000000,food production,,,United States,,,
Roslyn Union Free School District,http://www.roslyunschools.org,http://www.linkedin.com/company/roslyn-union-free-school-district,115746000,government administration,,,United States,,,
ROSS Companies,http://www.ross-companies.com,http://www.linkedin.com/company/realty-management-services-inc.,900000000,real estate,,,United States,,,
"Ross Environmental Services, Inc.",http://www.rossenvironmental.com,http://www.linkedin.com/company/ross-environmental-services,107526000,environmental services,,,United States,,,
Ross University School of Veterinary Medicine,http://www.rossu.edu,http://www.linkedin.com/school/ross-university-school-of-veterinary-medicine,343100000,higher education,,,United States,,,
Rossignol,http://www.rossignol.com,http://www.linkedin.com/company/rossignol,442000000,sporting goods,,,United States,,,
Roswell High School,,http://www.linkedin.com/school/roswell-high-school-hornets,,,,,United States,,,
"Roswell Park Care Network (RPCI Oncology, PC)",,http://www.linkedin.com/company/rpci-oncology-pc,1000000000,medical practice,,,United States,,,
Roswell Park Comprehensive Cancer Center,,http://www.linkedin.com/company/roswellpark,1400000000,,,,United States,,,
Rotaract,,http://www.linkedin.com/company/rotaract-international,120600000,nonprofit organization management,,,United States,,,
Rotary Club,,http://www.linkedin.com/company/rotary-org,120600000,nonprofit organization management,,,United States,,,
Rotary Club,http://www.rotaryclubdc.org,http://www.linkedin.com/company/rcif,120600000,nonprofit organization management,,,United States,,,
Rotary International,http://www.rotary.org,http://www.linkedin.com/company/rotary-international,105472000,nonprofit organization management,,,United States,,,
Rotation Dynamics Corporation (RotaDyne),http://www.rotadyne.com,http://www.linkedin.com/company/rotadyne,100000000,machinery,,,United States,,,
Rotech Healthcare,http://www.rotech.com,http://www.linkedin.com/company/rotech-healthcare,750000000,hospital & health care,,,United States,,,
Roth's Fresh Markets,http://www.roths.com,http://www.linkedin.com/company/roths-fresh-markets,110000000,retail,,,United States,,,
Rothy's,http://www.rothys.com,http://www.linkedin.com/company/rothy-s,211000000,apparel & fashion,,,United States,,,
Roto-Rooter Plumbers of Huntsville & Madison County,,http://www.linkedin.com/company/roto-rooter-plumbers-of-huntsville-&-madison-county,800000000,consumer services,,,United States,,,
Roto-Rooter Plumbing and Drain Service,http://www.rotorooter.com,http://www.linkedin.com/company/roto-rooter,800000000,facilities services,,,United States,,,
"ROTRA, LLC",,http://www.linkedin.com/company/rotra-llc,500000000,logistics & supply chain,,,United States,,,
Rotshtein Realestate Ltd,,http://www.linkedin.com/company/rotshtein-realestate-ltd,213498000,real estate,,,United States,,,
Rough Brothers Inc. (now Prospiant),http://www.roughbros.com,http://www.linkedin.com/company/rough-brothers-inc-,400000000,semiconductors,,,United States,,,
Rough Country,http://www.roughcountry.com,http://www.linkedin.com/company/roughcountry,169000000,automotive,,,United States,,,
Round One Entertainment Inc.,http://www.round1usa.com,http://www.linkedin.com/company/round-one-entertainment-inc-,165000000,entertainment,,,United States,,,
Round Rock Football,http://www.roundrockfootball.com,http://www.linkedin.com/company/round-rock-football,500000000,,,,United States,,,
Round Rock High School,,http://www.linkedin.com/school/round-rock-high-school-46,581534000,primary/secondary education,,,United States,,,
Round Rock ISD,http://www.roundrockisd.org,http://www.linkedin.com/company/round-rock-isd,581534000,primary/secondary education,,,United States,,,
Round Table Pizza,http://www.roundtablepizza.com,http://www.linkedin.com/company/round-table-pizza,409000000,restaurants,,,United States,,,
RoundPoint Mortgage Servicing LLC,http://www.roundpointmortgage.com,http://www.linkedin.com/company/roundpointmortgageservicing,260000000,financial services,,,United States,,,
RoundTable Healthcare Partners,http://www.roundtablehp.com,http://www.linkedin.com/company/roundtable-healthcare-partners,300000000,venture capital & private equity,,,United States,,,
"RoundTower Technologies, LLC",http://www.roundtower.com,http://www.linkedin.com/company/roundtower,459800000,information technology & services,,,United States,,,
Rouse Properties Careers,,http://www.linkedin.com/company/rouse-properties-careers,311500000,,,,United States,,,
Roush,http://www.roush.com,http://www.linkedin.com/company/roush-industries,567300000,automotive,,,United States,,,
Route,http://www.route.com,http://www.linkedin.com/company/route-app,100000000,information technology & services,,,United States,,,
Route One Group,,http://www.linkedin.com/company/route-one-group,150000000,transportation/trucking/railroad,,,United States,,,
RouteOne,http://www.routeone.com,http://www.linkedin.com/company/routeone,150000000,information technology & services,,,United States,,,
Routledge Taylor & Francis Group,http://www.routledge.com,http://www.linkedin.com/company/routledge-taylor-&-francis-group,877000000,publishing,,,United States,,,
Routt County,http://www.routt.co.us,http://www.linkedin.com/company/routt-county-of,101000000,government administration,,,United States,,,
Roux,http://www.rouxinc.com,http://www.linkedin.com/company/roux-associates,100000000,environmental services,,,United States,,,
Rover.com,http://www.rover.com,http://www.linkedin.com/company/roverdotcom,174010000,consumer services,,,United States,,,
RoviSys,http://www.rovisys.com,http://www.linkedin.com/company/rovisys,134400000,machinery,,,United States,,,
RoviSys Building Technologies,http://www.rovisys.com,http://www.linkedin.com/company/rovisys-building-technologies,134400000,facilities services,,,United States,,,
RoviSys Federal Solutions,http://www.rovifed.com,http://www.linkedin.com/company/rovisys-federal-solutions-llc,134400000,information technology & services,,,United States,,,
Row House,http://www.therowhouse.com,http://www.linkedin.com/company/rowhouse,250000000,"health, wellness & fitness",,,United States,,,
Rowan University,http://www.rowan.edu,http://www.linkedin.com/school/rowan-university,753000000,higher education,,,United States,,,
Rowan University School of Osteopathic Medicine,,http://www.linkedin.com/school/rowanuniversityschoolofosteopathicmedicine,587000000,higher education,,,United States,,,
Rowan-Salisbury Schools,,http://www.linkedin.com/company/rowan-salisbury-schools,220706000,education management,,,United States,,,
Rowe Furniture,http://www.rowefurniture.com,http://www.linkedin.com/company/rowe-furniture,100000000,furniture,,,United States,,,
Rowenta Inc.,http://www.rowentausa.com,http://www.linkedin.com/company/rowenta-inc-,350000000,mechanical or industrial engineering,,,United States,,,
Rowland Middle School,http://www.rowlandschools.org,http://www.linkedin.com/company/rowland-middle-school,237884000,education management,,,United States,,,
Rowman & Littlefield,http://www.rowman.com,http://www.linkedin.com/company/rowman,102700000,publishing,,,United States,,,
ROXY,http://www.roxy.com,http://www.linkedin.com/company/roxyboardriders,133400000,apparel & fashion,,,United States,,,
Roy H. Park School of Communications at Ithaca College,,http://www.linkedin.com/company/icparkschool,204869000,higher education,,,United States,,,
Royal Business Bank,http://www.royalbusinessbankusa.com,http://www.linkedin.com/company/royal-business-bank,228460000,banking,,,United States,,,
ROYAL COATING & SPECIAL POLMERS,http://www.rascp.com,http://www.linkedin.com/company/royal-coating-&-special-polmers,440781000,chemicals,,,United States,,,
Royal Cyber Inc.,http://www.royalcyber.com,http://www.linkedin.com/company/royal-cyber-inc-,114200000,information technology & services,,,United States,,,
Royal Doulton plc,http://www.royaldoulton.com,,170000000,,,,United States,,,
Royal Dutch Mint,http://www.royaldutchmint.com,,200000000,,,,United States,,,
Royal Farms,http://www.royalfarms.com,http://www.linkedin.com/company/royal-farms,974700000,retail,,,United States,,,
Royal Gold Inc.,http://www.royalgold.com,http://www.linkedin.com/company/royal-gold-inc.,758576000,mining & metals,,,United States,,,
Royal Labs,http://www.royallabs.com,http://www.linkedin.com/company/royallabs-io,105000000,information technology & services,,,United States,,,
Royal Neighbors of America,http://www.royalneighbors.org,http://www.linkedin.com/company/royal-neighbors-of-america,281341000,insurance,,,United States,,,
Royal Prestige,http://www.a-remodeling.com,http://www.linkedin.com/company/royal-prestige,,mechanical or industrial engineering,,,United States,,,
Royal United Mortgage LLC,http://www.royalunitedmortgage.com,http://www.linkedin.com/company/royal-united-mortgage,116300000,financial services,,,United States,,,
Royall & Company,,http://www.linkedin.com/company/royall-&-company,257750000,,,,United States,,,
Royalton Hotel,http://www.royaltonhotel.com,http://www.linkedin.com/company/royalton-hotel,157800000,hospitality,,,United States,,,
Royalty Sealants,http://www.royaltysealants.com,,750000000,,,,United States,,,
Royle Printing,http://www.royle.com,http://www.linkedin.com/company/royle-printing,100000000,printing,,,United States,,,
RoyOMartin,http://www.royomartin.com,http://www.linkedin.com/company/royomartin,510000000,paper & forest products,,,United States,,,
Royse City Independent School District,http://www.rcisd.org,http://www.linkedin.com/company/royse-city-independent-school-district,112500000,primary/secondary education,,,United States,,,
RP Oak Hill Building Company Inc.,http://www.rpoakhill.com,http://www.linkedin.com/company/rp-oak-hill-building-company-inc,137890000,construction,,,United States,,,
r-pac International,http://www.r-pac.com,http://www.linkedin.com/company/r-pac-international,120000000,packaging & containers,,,United States,,,
RPC Energy Services of Canada Ltd,http://www.cudd.com,http://www.linkedin.com/company/rpc-energy-services-of-canada-ltd,700000000,,,,United States,,,
"RPC, Inc.",http://www.rpc.net,http://www.linkedin.com/company/rpc-inc.,1414999000,,,,United States,,,
RPI,,http://www.linkedin.com/company/rpi,250000000,telecommunications,,,United States,,,
RPI Lally School of Management,,http://www.linkedin.com/school/rpi-lally-school-of-management,168300000,higher education,,,United States,,,
RPM Freight Systems,http://www.rpmfreightsystems.com,,172500000,,,,United States,,,
RPM Group,http://www.rpmgroup.com,http://www.linkedin.com/company/rpmgroup-arkansas,2000000000,,,,United States,,,
RPM Pizza,http://www.rpmpizza.com,http://www.linkedin.com/company/rpmpizza,782000000,restaurants,,,United States,,,
RPS 205,http://www.rps205.com,http://www.linkedin.com/company/rps-205,533200000,primary/secondary education,,,United States,,,
RPS Bollinger Sports & Leisure,http://www.rpsbollinger.com,http://www.linkedin.com/company/rps-bollinger-sports-&-leisure,2000000000,,,,United States,,,
RPX Corporation,http://www.rpxcorp.com,http://www.linkedin.com/company/rpx-corporation,330400000,financial services,,,United States,,,
RR Donnelley,http://www.rrd.com,http://www.linkedin.com/company/rr-donnelley,4963700000,marketing & advertising,,,United States,,,
"RRI Energy, Inc.",http://www.rrienergy.com,http://www.linkedin.com/company/rri-energy-inc.,408000000,utilities,,,United States,,,
RRM Design Group,http://www.rrmdesign.com,http://www.linkedin.com/company/rrm-design-group,100000000,architecture & planning,,,United States,,,
RRT Design & Construction,http://www.rrtenviro.com,http://www.linkedin.com/company/rrt-design-&-construction,112700000,construction,,,United States,,,
RS Energy Group,,http://www.linkedin.com/company/rs-energy-group,565000000,,,,United States,,,
RS&H,http://www.rsandh.com,http://www.linkedin.com/company/rs-h,124300000,design,,,United States,,,
RSA Security,http://www.rsa.com,http://www.linkedin.com/company/rsasecurity,740000000,computer & network security,,,United States,,,
RSCC Wire & Cable LLC,http://www.r-scc.com,,,,,,United States,,,
RSD,,http://www.linkedin.com/company/rsd,510000000,information technology & services,,,United States,,,
RSi,http://www.rsircm.com,http://www.linkedin.com/company/receivable-solutions-llc,924080000,hospital & health care,,,United States,,,
RSI,,http://www.linkedin.com/company/woodmark,1653503000,,,,United States,,,
"RSI Home Products, Inc.",http://www.rsihomeproducts.com,http://www.linkedin.com/company/rsi-home-products-inc.,560000000,paper & forest products,,,United States,,,
"RSP Permian, Inc.",http://www.rsppermian.com,,803708000,,,,United States,,,
"RSR Group, Inc.",http://www.rsrgroup.com,http://www.linkedin.com/company/rsr-group,133561000,wholesale,,,United States,,,
"RSUI Group, Inc.",http://www.rsui.com,http://www.linkedin.com/company/rsui-group-inc-,1714400000,,,,United States,,,
RT Binding Authority,,http://www.linkedin.com/company/rt-binding-authority,430000000,insurance,,,United States,,,
RT Environmental & Construction Professional,,http://www.linkedin.com/company/rtecp,430000000,,,,United States,,,
RT Specialty,http://www.rtspecialty.com,http://www.linkedin.com/company/rt-specialty,1319100000,,,,United States,,,
RTA: The Fleet Success Company,http://www.rtafleet.com,http://www.linkedin.com/company/rtafleet,240000000,information technology & services,,,United States,,,
RTC,http://www.rtc.com,http://www.linkedin.com/company/rtc,252000000,retail,,,United States,,,
RTD,http://www.rtd-denver.com,http://www.linkedin.com/company/rtd,1200000000,,,,United States,,,
"RTD Embedded Technologies, Inc.",http://www.rtd.com,http://www.linkedin.com/company/rtdembedded,220000000,computer hardware,,,United States,,,
RTG Medical,,http://www.linkedin.com/company/rtg-medical,1000000000,staffing & recruiting,,,United States,,,
RTI Health Solutions,http://www.rtihs.org,http://www.linkedin.com/company/rti-health-solutions,100700000,research,,,United States,,,
RTI Remmele Engineering,http://www.rtiintl.com,http://www.linkedin.com/company/remmele-engineering,,machinery,,,United States,,,
RTS Intercom Systems,http://www.rtsintercoms.com,http://www.linkedin.com/company/rts-intercom-systems,100000000,electrical/electronic manufacturing,,,United States,,,
"RTS Packaging, LLC (a Sonoco Company)",http://www.rtspackaging.com,http://www.linkedin.com/company/rts-packaging,330000000,packaging & containers,,,United States,,,
Rtt Inc,http://www.rtt.ag,http://www.linkedin.com/company/rtt-inc,111628000,oil & energy,,,United States,,,
Rubicon,http://www.rubicon.com,http://www.linkedin.com/company/rubicon-global,697582000,environmental services,,,United States,,,
Rubicon LLC,http://www.rubiconllc.us,http://www.linkedin.com/company/rubicon-llc,697600000,chemicals,,,United States,,,
Rubicon Project,http://www.thebluffsatplayavista.com,http://www.linkedin.com/company/the-rubicon-project,145200000,information technology & services,,,United States,,,
Rubicon Resources,http://www.rubiconresources.com,http://www.linkedin.com/company/rubiconresources,234000000,food production,,,United States,,,
Rubies,http://www.rubies.com,http://www.linkedin.com/company/rubies-ii,130000000,wholesale,,,United States,,,
"Rubies DTC, LLC",http://www.buyseasons.com,http://www.linkedin.com/company/rubies-dtc,100000000,retail,,,United States,,,
RubinBrown LLP,http://www.rubinbrown.com,http://www.linkedin.com/company/rubinbrown-llp,200000000,accounting,,,United States,,,
Rubio's Restaurant Group,http://www.rubios.com,http://www.linkedin.com/company/rubios-coastal-grill,217300000,restaurants,,,United States,,,
Rubius Therapeutics,http://www.rubiustx.com,http://www.linkedin.com/company/rubius-therapeutics,177699000,research,,,United States,,,
Rubix Foods,http://www.rubixfoods.com,http://www.linkedin.com/company/rubix-foods,200000000,food & beverages,,,United States,,,
Rubrik,http://www.rubrik.com,http://www.linkedin.com/company/rubrik-inc,977710000,information technology & services,,,United States,,,
Ruby & Bella's,http://www.saksworks.com,http://www.linkedin.com/company/ruby-&-bella's,125000000,,,,United States,,,
Ruby Has Fulfillment (A ShipMonk Company),,http://www.linkedin.com/company/ruby-has-fulfillment,100000000,logistics & supply chain,,,United States,,,
Ruby Tuesday,http://www.rubytuesday.com,http://www.linkedin.com/company/ruby-tuesday,950000000,restaurants,,,United States,,,
RUCKUS Networks,http://www.ruckusnetworks.com,http://www.linkedin.com/company/ruckus-networks,100600000,computer networking,,,United States,,,
"Rudd Equipment Company, Inc.",http://www.ruddequipmentcompany.com,,308300000,,,,United States,,,
Ruder Finn,http://www.ruderfinn.com,http://www.linkedin.com/company/ruder-finn,112200000,public relations & communications,,,United States,,,
Rudin,http://www.rudin.com,http://www.linkedin.com/company/rudin,280000000,real estate,,,United States,,,
Rudolph and Sletten,http://www.rsconstruction.com,http://www.linkedin.com/company/rudolph-and-sletten,307300000,construction,,,United States,,,
Rudolph Libbe Group,http://www.rlgbuilds.com,http://www.linkedin.com/company/rudolph-libbe-group,1731000000,,,,United States,,,
Rudolph Libbe Inc.,,http://www.linkedin.com/company/rudolph-libbe,1731000000,,,,United States,,,
Rudolph Technologies,http://www.nanda-tech.com,http://www.linkedin.com/company/rudolph-technologies,273800000,semiconductors,,,United States,,,
"Rudy's ""Country Store""​ and Bar-B-Q",http://www.rudysbbq.com,http://www.linkedin.com/company/rudysbbq,131700000,restaurants,,,United States,,,
Rue Gilt Groupe,http://www.ruegiltgroupe.com,http://www.linkedin.com/company/rue-gilt-groupe,575000000,retail,,,United States,,,
Rue La La,http://www.ruelala.com,http://www.linkedin.com/company/rue-la-la,179000000,retail,,,United States,,,
rue21,http://www.rue21.com,http://www.linkedin.com/company/rue21,2000000000,,,,United States,,,
Ruffolo Consulting,,http://www.linkedin.com/company/sloan-valve-co-,330000000,,,,United States,,,
Rugby Architectural Building Products,http://www.rugbyabp.com,http://www.linkedin.com/company/rugby-abp,400000000,building materials,,,United States,,,
Ruger Firearms,http://www.ruger.com,http://www.linkedin.com/company/ruger-firearms,534561000,sporting goods,,,United States,,,
Ruiz Foodservice,http://www.ruizfoodservice.com,http://www.linkedin.com/company/ruiz-foodservice,150000000,food production,,,United States,,,
Rukkus [Acquired by TickPick],,http://www.linkedin.com/company/rukkus,145000000,entertainment,,,United States,,,
Rumpke Waste & Recycling,http://www.rumpke.com,http://www.linkedin.com/company/rumpke,1200000000,,,,United States,,,
Runnings,http://www.runnings.com,http://www.linkedin.com/company/runnings,389500000,retail,,,United States,,,
Runway Growth Capital,http://www.runwaygrowth.com,http://www.linkedin.com/company/runway-growth-capital,166118000,venture capital & private equity,,,United States,,,
Runza Restaurants,http://www.runza.com,http://www.linkedin.com/company/runza-restaurants,139000000,restaurants,,,United States,,,
Ruoff Mortgage,http://www.ruoff.com,http://www.linkedin.com/company/ruoffmortgage,356000000,financial services,,,United States,,,
Ruppert Landscape,http://www.ruppertlandscape.com,http://www.linkedin.com/company/ruppert-landscape,689000000,construction,,,United States,,,
Rural King,,http://www.linkedin.com/company/ruralking,1500000000,,,,United States,,,
Rural Metro Fire Department,http://www.ruralmetrofire.com,http://www.linkedin.com/company/rural-metro-fire-department,314200000,public safety,,,United States,,,
Rural Metro Specialty Fire,,http://www.linkedin.com/company/kurtzindustrialfireservicesinc.,314200000,public safety,,,United States,,,
Rural Mutual Insurance Company,http://www.ruralmutual.com,http://www.linkedin.com/company/rural-mutual-insurance,132800000,insurance,,,United States,,,
Rural/Metro Corporation,http://www.ruralmetro.com,http://www.linkedin.com/company/ruralmetro-corporation,590000000,hospital & health care,,,United States,,,
Rush Copley Medical Center,http://www.rushcopleymedicalgroup.com,http://www.linkedin.com/company/rush-copley,299800000,hospital & health care,,,United States,,,
Rush Henrietta High School,,http://www.linkedin.com/school/rush-henrietta-high-school,179134000,higher education,,,United States,,,
"Rush Street Gaming, LLC",http://www.rushstreetgaming.com,http://www.linkedin.com/company/rush-street-gaming,792200000,,,,United States,,,
Rush Street Interactive,http://www.rushstreetinteractive.com,http://www.linkedin.com/company/rush-street-interactive,969062000,gambling & casinos,,,United States,,,
Rush Truck Center,,,,,,,United States,,,
Ruskin,http://www.ruskin.com,http://www.linkedin.com/company/ruskin,120000000,building materials,,,United States,,,
Russ Lyon Sotheby's International Realty,http://www.russlyon.com,http://www.linkedin.com/company/russlyonsir,5320000000,real estate,,,United States,,,
Russell Cellular,http://www.russellcellular.com,http://www.linkedin.com/company/russellcellular,960800000,wireless,,,United States,,,
Russell Investments,http://www.russellinvestments.com,http://www.linkedin.com/company/russell-investments,660000000,financial services,,,United States,,,
Russell Reynolds Associates,http://www.russellreynolds.com,http://www.linkedin.com/company/russell-reynolds-associates,1000000000,management consulting,,,United States,,,
RUSSELL SIGLER INC,http://www.siglers.com,http://www.linkedin.com/company/siglercommercial,650000000,construction,,,United States,,,
Russell Stover Chocolates,http://www.russellstover.com,http://www.linkedin.com/company/russell-stover-chocolates,500000000,food production,,,United States,,,
Russo's New York Pizzeria & Italian Kitchen Franchise,http://www.russosfranchise.com,http://www.linkedin.com/company/russosnypizzeria,1134000000,,,,United States,,,
Rust-Oleum Corp.,http://www.rustoleum.com,http://www.linkedin.com/company/rust-oleum,7300000000,mechanical or industrial engineering,,,United States,,,
Rusty Bucket Restaurant and Tavern,http://www.myrustybucket.com,http://www.linkedin.com/company/rusty-bucket-restaurant-and-tavern,231600000,hospitality,,,United States,,,
Rutgers Cancer Institute,http://www.cinj.org,http://www.linkedin.com/company/rutgers-cancer-institute,750000000,hospital & health care,,,United States,,,
Rutherford County Schools,http://www.rcsnc.org,http://www.linkedin.com/company/rutherford-county-schools,111000000,primary/secondary education,,,United States,,,
Rutherford County Schools - Tennessee,http://www.rcschools.net,http://www.linkedin.com/company/rutherford-county-schools-tn,501384000,government administration,,,United States,,,
Ruth's Chris Steak House,http://www.ruthschris.com,http://www.linkedin.com/company/ruth's-chris-steak-house,505860000,restaurants,,,United States,,,
Ruth's Hospitality Group,,http://www.linkedin.com/company/ruth's-hospitality-group-inc.-,505858000,hospitality,,,United States,,,
Rutter's,http://www.rutters.com,http://www.linkedin.com/company/rutter's,585000000,retail,,,United States,,,
RV One Superstores,http://www.rvone.com,http://www.linkedin.com/company/rvonesuperstores,400000000,"leisure, travel & tourism",,,United States,,,
RWC Group,http://www.rwcgroup.com,http://www.linkedin.com/company/rwcgroup,500000000,transportation/trucking/railroad,,,United States,,,
RWM Casters,http://www.rwmcasters.com,http://www.linkedin.com/company/rwm-casters,120000000,logistics & supply chain,,,United States,,,
RWS,http://www.experiencerws.com,http://www.linkedin.com/company/experiencerws,960500000,entertainment,,,United States,,,
RWS Global,http://www.rwsglobal.com,http://www.linkedin.com/company/rws-global,368800000,entertainment,,,United States,,,
Rx.Health (Commure Engage),,http://www.linkedin.com/company/rx-health,100000000,hospital & health care,,,United States,,,
RXA @ OneMagnify,,http://www.linkedin.com/company/rxa.io,135000000,,,,United States,,,
RxAdvance Corporation,http://www.rxadvance.com,,2000000000,,,,United States,,,
RXBAR,http://www.rxbar.com,http://www.linkedin.com/company/rxbar,200000000,mechanical or industrial engineering,,,United States,,,
"RxBenefits, Inc.",http://www.rxbenefits.com,http://www.linkedin.com/company/rxbenefits-inc-,560000000,insurance,,,United States,,,
"RxSight, Inc.",http://www.rxsight.com,http://www.linkedin.com/company/calhoun-vision-inc-,158404000,medical devices,,,United States,,,
